Device,VLAN,VLAN_Name,SVI_IP,SVI_MAC,SVI_MAC_Company,SVI_Description,MAC_Count,ARP_Count,Traffic_Check,Traffic_Ports,Traffic_Statistics,MAC_Address,MAC_Company,ARP_Check,ARP_Missing_MACs,Root_Bridge,Shutdown_Recommendation
DDC1-USON-ASW1,143,USON_ILO_3,,,,,22,0,TRAFFIC_DETECTED,Po2; Eth142/1/15; Eth142/1/16; Eth142/1/39; Eth142/1/40,Po2: IN 16588216 bps / OUT 9609608 bps; Eth142/1/15: IN 18696 bps / OUT 45160 bps; Eth142/1/16: IN 51424 bps / OUT 12064 bps; Eth142/1/39: IN 632 bps / OUT 1224 bps; Eth142/1/40: IN 544 bps / OUT 1296 bps,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3; 101f.7478.1556; 101f.7478.1560; 101f.7478.2570; 2c27.d716.0812; 2c27.d716.b8c4; 2c27.d716.b8c8; 2c27.d716.d75e; 2c27.d716.d7aa; 2c27.d716.d7b6; 78e3.b503.98d3; 78e3.b503.e763; 9c8e.9917.2a7e; 9c8e.9917.3a3e; 9c8e.992a.092f; 9c8e.992a.5823; b499.ba28.5a98; b499.ba28.5b86; f4ce.46ae.b909; f4ce.46ae.b927,"Cisco Systems, Inc; Cisco Systems, Inc; Cisco Systems, Inc; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard",MISSING_ARP,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3; 101f.7478.1556; 101f.7478.1560; 101f.7478.2570; 2c27.d716.0812; 2c27.d716.b8c4; 2c27.d716.b8c8; 2c27.d716.d75e; 2c27.d716.d7aa; 2c27.d716.d7b6; 78e3.b503.98d3; 78e3.b503.e763; 9c8e.9917.2a7e; 9c8e.9917.3a3e; 9c8e.992a.092f; 9c8e.992a.5823; b499.ba28.5a98; b499.ba28.5b86; f4ce.46ae.b909; f4ce.46ae.b927,NO,
DDC1-USON-ASW1,144,USON_SQL,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 17699096 bps / OUT 10427352 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,301,USON_DMZ_TMP1,,,,,0,0,NOT_CHECKED,,,,,NO_MACS,,NO,VLAN
DDC1-USON-ASW1,302,USON_DMZ_TMP2,,,,,0,0,NOT_CHECKED,,,,,NO_MACS,,NO,VLAN
DDC1-USON-ASW1,400,USON_ENC_CITRIX01A,,,,,37,0,TRAFFIC_DETECTED,Po2; Eth140/1/34; Eth140/1/23; Eth144/1/12; Eth144/1/20; Eth144/1/19,Po2: IN 18156480 bps / OUT 11378560 bps; Eth140/1/34: IN 41144 bps / OUT 10192 bps; Eth140/1/23: IN 9064 bps / OUT 42368 bps; Eth144/1/12: IN 6888 bps / OUT 1792 bps; Eth144/1/20: IN 18856 bps / OUT 44144 bps; Eth144/1/19: IN 56288 bps / OUT 12688 bps,0000.0c9f.f00a; 0021.5a05.6499; 0021.5a05.7427; 0021.5a05.7428; 0025.b3aa.4a9f; 0026.980a.c843; 0026.9822.8bc3; 18a9.0570.ef4c; 18a9.0571.c239; 18a9.05ea.a30e; 1cc1.de7b.1d1b; 2c27.d716.457c; 2c27.d716.45c4; 2c27.d716.9542; 3863.bb31.69da; 3863.bb31.77f7; 3863.bb31.7904; 3863.bb31.d783; 5065.f3fb.7dd8; 5065.f3fb.8d08; 5065.f3fb.8dd0; 5065.f3fb.9d0c; 7010.6fba.331e; 7010.6fbc.9dd8; 7446.a071.2d04; 7446.a071.2d1b; 78e3.b50b.d3f5; 78e3.b50e.4449; 984b.e161.d20b; 984b.e161.d211; 98f2.b3e9.ac34; 9cb6.5494.a312; b499.ba28.3a84; d8d3.8569.ba96; ecb1.d786.651a; f4ce.46ae.aaa3; f4ce.46ba.8598,"Cisco Systems, Inc; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Cisco Systems, Inc; Cisco Systems, Inc; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard Enterprise; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard",MISSING_ARP,0000.0c9f.f00a; 0021.5a05.6499; 0021.5a05.7427; 0021.5a05.7428; 0025.b3aa.4a9f; 0026.980a.c843; 0026.9822.8bc3; 18a9.0570.ef4c; 18a9.0571.c239; 18a9.05ea.a30e; 1cc1.de7b.1d1b; 2c27.d716.457c; 2c27.d716.45c4; 2c27.d716.9542; 3863.bb31.69da; 3863.bb31.77f7; 3863.bb31.7904; 3863.bb31.d783; 5065.f3fb.7dd8; 5065.f3fb.8d08; 5065.f3fb.8dd0; 5065.f3fb.9d0c; 7010.6fba.331e; 7010.6fbc.9dd8; 7446.a071.2d04; 7446.a071.2d1b; 78e3.b50b.d3f5; 78e3.b50e.4449; 984b.e161.d20b; 984b.e161.d211; 98f2.b3e9.ac34; 9cb6.5494.a312; b499.ba28.3a84; d8d3.8569.ba96; ecb1.d786.651a; f4ce.46ae.aaa3; f4ce.46ba.8598,NO,
DDC1-USON-ASW1,401,USON_ENC_CITRIX01B,,,,,19,0,TRAFFIC_DETECTED,Po2; Eth140/1/6; Eth142/1/14; Eth146/1/38,Po2: IN 15750040 bps / OUT 9237544 bps; Eth140/1/6: IN 9192 bps / OUT 1624 bps; Eth142/1/14: IN 23984 bps / OUT 5808 bps; Eth146/1/38: IN 6248 bps / OUT 2008 bps,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3; 18a9.05ea.9384; 1c98.ec1e.ca59; 1c98.ec1f.72b5; 2c27.d716.9592; 441e.a15f.b2e5; 7010.6fbc.99d0; 7010.6fbc.9db2; 7010.6fbc.9dd2; 7010.6fc0.22f2; 7446.a071.2d58; 7446.a071.2d6b; 984b.e110.3674; ac16.2dc1.47ce; ac16.2dc1.c66e; d485.6462.27a7; e411.5bd8.19b9,"Cisco Systems, Inc; Cisco Systems, Inc; Cisco Systems, Inc; Hewlett Packard; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard; Hewlett Packard; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard",MISSING_ARP,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3; 18a9.05ea.9384; 1c98.ec1e.ca59; 1c98.ec1f.72b5; 2c27.d716.9592; 441e.a15f.b2e5; 7010.6fbc.99d0; 7010.6fbc.9db2; 7010.6fbc.9dd2; 7010.6fc0.22f2; 7446.a071.2d58; 7446.a071.2d6b; 984b.e110.3674; ac16.2dc1.47ce; ac16.2dc1.c66e; d485.6462.27a7; e411.5bd8.19b9,NO,
DDC1-USON-ASW1,402,USON_ENC_CITRIX01C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 15440968 bps / OUT 9219632 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,403,USON_ENC_CITRIX01D,,,,,4,0,TRAFFIC_DETECTED,Po2,Po2: IN 16502560 bps / OUT 9015456 bps,0000.0c9f.f00a; 001b.9700.525a; 0026.980a.c843; 0026.9822.8bc3,"Cisco Systems, Inc; Violin Technologies; Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 001b.9700.525a; 0026.980a.c843; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,404,USON_ENC_CITRIX01E,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 16273864 bps / OUT 9512152 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,408,USON_ENC_CITRIX02A,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 17980376 bps / OUT 8156696 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,409,USON_ENC_CITRIX02B,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 17137216 bps / OUT 8434464 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,410,USON_ENC_CITRIX02C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 16443272 bps / OUT 8891376 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,411,USON_ENC_CITRIX02D,,,,,46,0,TRAFFIC_DETECTED,Po2; Eth142/1/33; Eth142/1/32; Eth146/1/16; Eth146/1/17,Po2: IN 16939456 bps / OUT 10103680 bps; Eth142/1/33: IN 15360 bps / OUT 42184 bps; Eth142/1/32: IN 31648 bps / OUT 7424 bps; Eth146/1/16: IN 46536 bps / OUT 11288 bps; Eth146/1/17: IN 9352 bps / OUT 42840 bps,0000.0c9f.f00a; 0021.5a05.77f4; 0021.5a05.8704; 0021.5a05.8705; 0021.5a05.874b; 0021.5a05.8792; 0021.5a05.a7a5; 0021.5a05.b60f; 0021.5a05.b651; 0021.5a05.b65e; 0021.5a05.d790; 0021.5a05.e7f7; 0021.5a05.f704; 0021.5a05.f70b; 0021.5a05.f78b; 0026.980a.c843; 0026.9822.8bc3; 00fd.45d3.4f54; 00fd.45d3.4fc0; 00fd.45d3.7f9c; 00fd.45d3.7fb4; 00fd.45d3.7fcc; 00fd.45d3.8f0c; 1c98.ec1e.cbd9; 2c27.d716.45fa; 3863.bb31.a700; 3863.bb31.b7fb; 80c1.6e72.b365; 9418.8272.0ccf; 9418.8272.1ecf; 9418.8272.3b67; 9418.8272.8b3d; 9418.8272.8f57; 9418.8272.8f69; 9418.8272.9f15; 9418.8272.be1d; 9418.8272.ca32; 9418.8272.ed2f; 94f1.2840.5a84; 94f1.2840.5aa8; 98f2.b3e6.efc6; 98f2.b3e9.abce; 98f2.b3e9.ac50; 98f2.b3e9.c868; 98f2.b3e9.d2d6; b499.ba28.ea03,"Cisco Systems, Inc; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Cisco Systems, Inc; Cisco Systems, Inc; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard Enterprise; Hewlett Packard",MISSING_ARP,0000.0c9f.f00a; 0021.5a05.77f4; 0021.5a05.8704; 0021.5a05.8705; 0021.5a05.874b; 0021.5a05.8792; 0021.5a05.a7a5; 0021.5a05.b60f; 0021.5a05.b651; 0021.5a05.b65e; 0021.5a05.d790; 0021.5a05.e7f7; 0021.5a05.f704; 0021.5a05.f70b; 0021.5a05.f78b; 0026.980a.c843; 0026.9822.8bc3; 00fd.45d3.4f54; 00fd.45d3.4fc0; 00fd.45d3.7f9c; 00fd.45d3.7fb4; 00fd.45d3.7fcc; 00fd.45d3.8f0c; 1c98.ec1e.cbd9; 2c27.d716.45fa; 3863.bb31.a700; 3863.bb31.b7fb; 80c1.6e72.b365; 9418.8272.0ccf; 9418.8272.1ecf; 9418.8272.3b67; 9418.8272.8b3d; 9418.8272.8f57; 9418.8272.8f69; 9418.8272.9f15; 9418.8272.be1d; 9418.8272.ca32; 9418.8272.ed2f; 94f1.2840.5a84; 94f1.2840.5aa8; 98f2.b3e6.efc6; 98f2.b3e9.abce; 98f2.b3e9.ac50; 98f2.b3e9.c868; 98f2.b3e9.d2d6; b499.ba28.ea03,NO,
DDC1-USON-ASW1,412,USON_ENC_CITRIX02E,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 17931400 bps / OUT 10155912 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,415,Kurt-VLAN,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 15305728 bps / OUT 9500704 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,416,USON_ENC_CITRIX03A,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 13987840 bps / OUT 8777968 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,417,USON_ENC_CITRIX03B,,,,,4,0,TRAFFIC_DETECTED,Po2; Eth100/1/1,Po2: IN 13899112 bps / OUT 8548696 bps; Eth100/1/1: IN 37904 bps / OUT 72704 bps,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3; 14a9.d006.c70a,"Cisco Systems, Inc; Cisco Systems, Inc; Cisco Systems, Inc; F5 Inc.",MISSING_ARP,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3; 14a9.d006.c70a,NO,
DDC1-USON-ASW1,418,USON_ENC_CITRIX03C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 14035464 bps / OUT 9419512 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,419,USON_ENC_CITRIX03D,,,,,4,0,TRAFFIC_DETECTED,Po2,Po2: IN 14295152 bps / OUT 9850040 bps,0000.0c9f.f00a; 0026.9822.8bc3; 308d.9930.6f29; 5820.b185.2030,"Cisco Systems, Inc; Cisco Systems, Inc; Hewlett Packard; Hewlett Packard",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3; 308d.9930.6f29; 5820.b185.2030,NO,
DDC1-USON-ASW1,420,USON_ENC_CITRIX03E,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 14295152 bps / OUT 9850040 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,426,USON_ENC_CITRIX04C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 12649392 bps / OUT 8049544 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,427,USON_ENC_CITRIX04D,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 15063872 bps / OUT 8164440 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,428,USON_ENC_CITRIX04E,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 16921288 bps / OUT 8252216 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,432,USON_ENC_CITRIX05A,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 16439152 bps / OUT 8089024 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,433,USON_ENC_CITRIX05B,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 14748640 bps / OUT 7300704 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,434,USON_ENC_CITRIX05C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 14748640 bps / OUT 7300704 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,435,USON_ENC_CITRIX05D,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 21016576 bps / OUT 10872280 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,436,USON_ENC_CITRIX05E,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 21896536 bps / OUT 12749504 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,440,USON_ENC_CITRIX06A,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 21331864 bps / OUT 13783344 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,441,USON_ENC_CITRIX06B,,,,,3,0,TRAFFIC_DETECTED,Po2,Po2: IN 19408880 bps / OUT 13521360 bps,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,442,USON_ENC_CITRIX06C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 16489016 bps / OUT 11821016 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,443,USON_ENC_CITRIX06D,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 16489016 bps / OUT 11821016 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,444,USON_ENC_CITRIX06E,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 20836040 bps / OUT 13695992 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,448,USON_ENC_CITRIX07A,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 18031680 bps / OUT 11863736 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,449,USON_ENC_CITRIX07B,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 17781264 bps / OUT 12413656 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,450,USON_ENC_CITRIX07C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 17007176 bps / OUT 12253368 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,451,USON_ENC_CITRIX07D,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 15842896 bps / OUT 11272984 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,452,USON_ENC_CITRIX07E,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 22418608 bps / OUT 14296752 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,456,USON_ENC_CITRIX08A,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 22418608 bps / OUT 14296752 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,457,USON_ENC_CITRIX08B,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 19923768 bps / OUT 12114328 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,458,USON_ENC_CITRIX08C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 20752216 bps / OUT 14587696 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,459,USON_ENC_CITRIX08D,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 20734576 bps / OUT 15826248 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,460,USON_ENC_CITRIX08E,,,,,3,0,TRAFFIC_DETECTED,Po2,Po2: IN 19924488 bps / OUT 14449840 bps,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,461,USON_BAK,,,,,1,0,NOT_CHECKED,,,b40c.25e5.4045,Palo Alto Networks,MISSING_ARP,b40c.25e5.4045,NO,
DDC1-USON-ASW1,464,USON_ENC_CITRIX09A,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 14948312 bps / OUT 9480808 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,465,USON_ENC_CITRIX09B,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 15589840 bps / OUT 10900456 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,466,USON_ENC_CITRIX09C,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 15025992 bps / OUT 9631136 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,467,USON_ENC_CITRIX09D,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 17055216 bps / OUT 10915512 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,468,USON_ENC_CITRIX09E,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 14927120 bps / OUT 9923528 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,469,DDCDIDXTST01-hmc,,,,,0,0,NOT_CHECKED,,,,,NO_MACS,,NO,VLAN
DDC1-USON-ASW1,500,USON_DataDomain_Bak,,,,,3,0,TRAFFIC_DETECTED,Po2,Po2: IN 16613640 bps / OUT 10416480 bps,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.980a.c843; 0026.9822.8bc3,NO,
DDC1-USON-ASW1,605,RIGHTFAX_SIP_RTR_X_CONNECT,,,,,4,0,TRAFFIC_DETECTED,Po56; Po2; Po13,Po56: IN 651136 bps / OUT 725144 bps; Po2: IN 16541152 bps / OUT 8713792 bps; Po13: IN 175912 bps / OUT 176104 bps,0017.a477.d854; 0017.a477.d858; 0050.569f.444a; 707d.b96a.a960,"Hewlett Packard; Hewlett Packard; VMware, Inc.; Cisco Systems, Inc",MISSING_ARP,0017.a477.d854; 0017.a477.d858; 0050.569f.444a; 707d.b96a.a960,NO,
DDC1-USON-ASW1,800,DDCDXPIDX-HMC,,,,,0,0,NOT_CHECKED,,,,,NO_MACS,,NO,VLAN
DDC1-USON-ASW1,3939,VM_non-routed-2,,,,,0,0,NOT_CHECKED,,,,,NO_MACS,,NO,VLAN
DDC1-USON-ASW1,4092,VM_non-routed,,,,,1,0,NOT_CHECKED,,,e007.1bd0.1c98,Hewlett Packard Enterprise,MISSING_ARP,e007.1bd0.1c98,NO,
DDC1-USON-ASW2,1,default,,,,,0,0,NOT_CHECKED,,,,,NO_MACS,,NO,VLAN
DDC1-USON-ASW2,110,USON_WEB1,,,,,2,0,TRAFFIC_DETECTED,Po2,Po2: IN 20444728 bps / OUT 22533224 bps,0000.0c9f.f00a; 0026.9822.8bc3,"Cisco Systems, Inc; Cisco Systems, Inc",MISSING_ARP,0000.0c9f.f00a; 0026.9822.8bc3,NO,
