Device,Management IP,Interface,Interface Status,Admin Status,Operational Status,Decom/Scream Test Candidate,Score Rate,VLAN,Mode,Native VLAN,Allowed VLANs,Circuit Vendor,Circuit IDs,Circuit Type,Circuit Directly Attached,Matched Keywords,Description,MAC Count,MAC Addresses,MAC Vendor,Device Type,Notes
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth2/18,connected,up,up,No,0,30,access,1,,Unknown,,,DDC1-USONME-FW3,,DDC1-USONME-FW3 E1/11 Agg3,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth2/19,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth2/20,connected,up,up,Yes,0,9,access,1,,Unknown,,,DC1-EXT1-FW2,,DC1-EXT1-FW2 E1/6(vSys-MHS-FW1),1,b40c.25e5.0045,Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth2/21,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,--,,--,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth2/22,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,--,,--,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth2/23,connected,up,up,Yes,0,17,access,1,,Unknown,,,DDCEXTFW1,,DDCEXTFW1 Eth1/1,1,b40c.25e5.0044,Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth2/24,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-DSW1,ISP,DDC1-ISP-DSW1 Eth2/24,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/1,notconnec,up,down,Yes,1,15,access,1,,Unknown,,,DDCASPFW2,,DDCASPFW2 Eth1/2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/2,notconnec,up,down,Yes,1,11,access,1,,Unknown,,,DDC1-B2B-FW1,B2B,DDC1-B2B-FW1 Eth1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/6,connected,up,up,Yes,0,14,access,1,,Unknown,,,DDC1-B2B-FW3,B2B,DDC1-B2B-FW3 Eth1/2,1,0010.dbc3.f808,Juniper Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/7,notconnec,up,down,Yes,1,10,access,1,,Unknown,,,DDCVPNFW2,,DDCVPNFW2 Eth1 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/8,connected,up,up,No,0,routed,,,,Unknown,,,DDC1-VPN-GRT2,VPN,DDC1-VPN-GRT2 F3/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/15,connected,up,up,Yes,0,160,access,1,,Unknown,,,DDC1-NMGT-FNS2,,DDC1-NMGT-FNS2 LAN1 mon,1,3cec.ef7b.fd7d,"Super Micro Computer, Inc.",Unknown,Vendor Unknown; Circuit ID Missing
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/16,connected,up,up,Yes,0,160,access,1,,Unknown,,,DDC1-NMGT-FNS1,,DDC1-NMGT-FNS1 HA,1,0000.5e00.0164,"ICANN, IANA Department",Unknown,Vendor Unknown; Circuit ID Missing
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/17,notconnec,up,down,Yes,1,31,access,1,,Unknown,,,DDC1-AZUREB2B-FW1,,DDC1-AZUREB2B-FW1 Eth0/8,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-DSW2,DDC1-ISP-DSW2,Eth102/1/18,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-SGA-AFW2,,DDC1-SGA-AFW2 Eth0/0,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/25,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW1,ISP,DDC1-ISP-FW1 Eth1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/26,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW7,ISP,DDC1-ISP-FW7 Eth1/3,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/28,ChannelDown,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-PCIDMZ-DFW1,,DDC1-PCIDMZ-DFW1 Eth1/1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/30,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW5,ISP,DDC1-ISP-FW5 Eth2/5,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/31,connected,up,up,Yes,0,13,access,1,,Unknown,,,DDC1-SCS-FW1,,DDC1-SCS-FW1 Eth1/5,1,b40c.25e5.0044,Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/32,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-B2B-FW5,B2B,DDC1-B2B-FW5 Eth1/1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/33,connected,up,up,No,0,routed,,,,Unknown,,,DDC1-USON-ME1,,DDC1-USON-ME1 Gig1/6,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/34,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-USOVPN-FW1,,DDC1-USOVPN-FW1 Gig0/1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/35,notconnec,up,down,Yes,1,1,access,1,,Unknown,,,DDC1-SPN-XSW1,,DDC1-SPN-XSW1 Port9,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/36,sfpabsent,up,down,Yes,1,4,access,1,,Unknown,,,DDC1-SSLVPN-GW7,,DDC1-SSLVPN-GW7 Ext,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/37,connected,up,up,No,0,routed,,,,Unknown,,Internet,DDC1-MDFE1-VRT1,INTERNET,DDC1-MDFE1-VRT1 CL-Biz-Internet GE2/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/38,connected,up,up,No,0,routed,,,,Unknown,,Internet,BUMSH2,INTERNET,BUMSH2 DDC1-USON-VRT1 CL-Biz-Internet GE2/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/39,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-PCIDMZ-DFW1,,DDC1-PCIDMZ-DFW1 Eth1/5,3,,Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/40,connected,up,up,Yes,0,trunk,trunk,1,,Unknown,,,DDC1-ITE-FW1,,DDC1-ITE-FW1 e1/5,2,"b40c.25e5.0044, b40c.25e5.0044",Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/41,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-USOVPN-FW3-E1/5,,DDC1-USOVPN-FW3-E1/5,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/42,connected,up,up,No,0,210,access,1,,Unknown,,,DDC1-USONME-FW3,,DDC1-USONME-FW3 E1/14,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/45,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,FEX121,,FEX121,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/46,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,FEX121,,FEX121,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/47,connected,up,up,No,0,routed,,,,Unknown,,,DDC1-ISP-GRT1,ISP,DDC1-ISP-GRT1 Ten0/0/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth1/48,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-ASW2,ISP,DDC1-ISP-ASW2 Eth1/48,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/25,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW1,ISP,DDC1-ISP-FW1 Eth2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/26,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW7,ISP,DDC1-ISP-FW7 Eth1/4,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/27,notconnec,up,down,Yes,1,350,access,1,,Unknown,,Internet,DDC1-MDFA1-FRT3,INTERNET,DDC1-MDFA1-FRT3 Internet X5,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/28,ChannelDown,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-PCIDMZ-DFW1,,DDC1-PCIDMZ-DFW1 Eth1/2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/29,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/30,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW5,ISP,DDC1-ISP-FW5 Eth2/6,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/31,connected,up,up,Yes,0,5,access,1,,Unknown,,,DDC-ISP-FW5,"ISP,PRISMA",DDC-ISP-FW5 Eth1/9-prisma-access,1,b40c.25ea.8048,Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/32,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-B2B-FW5,B2B,DDC1-B2B-FW5 Eth1/2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/33,connected,up,up,Yes,0,13,access,1,,Unknown,,,DDC1-USON-ME1,,DDC1-USON-ME1 Gig1/3 mon,1,7069.5a79.f184,"Cisco Systems, Inc",Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/34,connected,up,up,No,0,1,access,1,,Unknown,,,DDC1-BMF-LSW1-port20-BigSwitch,,DDC1-BMF-LSW1-port20-BigSwitch,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/35,notconnec,up,down,Yes,1,1,access,1,,Unknown,,,DDC1-SPN-XSW1,,DDC1-SPN-XSW1 Port11,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/36,sfpabsent,up,down,Yes,1,20,access,1,,Unknown,,,DDC1-SSLVPN-GW7,,DDC1-SSLVPN-GW7 Int,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/37,connected,up,up,No,0,routed,,,,Unknown,,Internet,DDC1-MDFE1-VRT2,INTERNET,DDC1-MDFE1-VRT2 CL-Biz-Internet GE2/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/38,connected,up,up,No,0,routed,,,,Unknown,,Internet,BUMSH2,INTERNET,BUMSH2 DDC1-USON-VRT2 CL-Biz-Internet GE2/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/39,connected,up,up,No,0,routed,,,,Unknown,,,BUMSH2,,BUMSH2 DDC1-USON-ME1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/40,connected,up,up,No,0,routed,,,,CLINK,442795941,Internet,WAN_ISP,"INTERNET,CLINK",WAN_ISP | CLINK | INTERNET | CID:442795941 | LID:10GLAN-24212693 | BW:10Gig,0,,Unknown,Unknown,No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/41,connected,up,up,Yes,0,350,access,1,,Unknown,,,DDC1-MDFE1-VRT3,,DDC1-MDFE1-VRT3 10ge1/0,1,80b7.0931.4884,"Viptela, Inc",Unknown,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/42,connected,up,up,No,0,6,access,1,,Unknown,,,To,PA,To PA DDC1-SMO-FW1 Untrust e1/5,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/43,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC-ISP-FW5,ISP,DDC-ISP-FW5 Eth1/7,5,,Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/44,connected,up,up,No,0,6,access,1,,Unknown,,,To,PA,To PA DDC1-SMO-FW1 Untrust e1/6,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/45,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,FEX121,,FEX121,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/46,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,FEX121,,FEX121,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/47,connected,up,up,No,0,routed,,,,Unknown,,,DDC1-ISP-GRT2,ISP,DDC1-ISP-GRT2 Ten0/0/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth2/48,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-ASW2,ISP,DDC1-ISP-ASW2 Eth2/48,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/2,notconnec,up,down,Yes,1,132,access,1,,Unknown,,,DDC-B2B-FW1,B2B,DDC-B2B-FW1 Eth2 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/3,notconnec,up,down,Yes,1,4,access,1,,Unknown,,,ddc1-prxy-fw1_ISG2000_e1/1,,ddc1-prxy-fw1_ISG2000_e1/1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/4,notconnec,up,down,Yes,1,132,access,1,,Unknown,,,DDCVPNFW1,,DDCVPNFW1 Eth5 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/5,notconnec,up,down,Yes,1,4,access,1,,Unknown,,,DDC1-SSLVPN-GW2,,DDC1-SSLVPN-GW2 P3-Ext mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/6,connected,up,up,Yes,0,4,access,1,,Unknown,,,DDC1-B2B-FW3,B2B,DDC1-B2B-FW3 ISG2000 Eth1/1 mon,1,0010.dbff.e070,Juniper Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/7,notconnec,up,down,Yes,1,10,access,1,,Unknown,,,DDCVPNFW1,,DDCVPNFW1 Eth3 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/8,connected,up,up,Yes,0,10,access,1,,Unknown,,,DDC1-VPN-GRT2,VPN,DDC1-VPN-GRT2 Fa0/1 mon,1,001e.f7ae.3ac1,"Cisco Systems, Inc",Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/9,connected,up,up,No,0,133,access,1,,Unknown,,,DISAFW1,,DISAFW1 Outside mon,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/11,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-CB-INTFW1,,DDC1-CB-INTFW1 Gig1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/12,notconnec,up,down,Yes,1,20,access,1,,Unknown,,,DDC1-SSLVPN-GW2,,DDC1-SSLVPN-GW2 P0-Int mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/13,notconnec,up,down,Yes,1,20,access,1,,Unknown,,,DDC1-SSLVPN-GW3,,DDC1-SSLVPN-GW3 P0-Int mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/16,notconnec,up,down,Yes,1,800,access,1,,Unknown,,,DDC1-USONSBC-ART1,,DDC1-USONSBC-ART1 RightFax mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/17,notconnec,up,down,Yes,1,4,access,1,,Unknown,,,DDC1-AZUREB2B-FW1,,DDC1-AZUREB2B-FW1 Eth0/9 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/19,notconnec,up,down,Yes,1,9,access,1,,Unknown,,,DDCMHSFW1,,DDCMHSFW1 Eth0/2 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/23,notconnec,up,down,Yes,1,4,access,1,,Unknown,,,DDC1-SSLVPN-GW3,,DDC1-SSLVPN-GW3 P3-Ext mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/24,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-MHSD1-FW1,,DDC1-MHSD1-FW1 g1/4,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/25,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-MHSD1-FW1,,DDC1-MHSD1-FW1 g1/5,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/26,notconnec,up,down,Yes,1,routed,,,,Unknown,,,DDC1-RTBH-GRT1,,DDC1-RTBH-GRT1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/27,connected,up,up,No,0,routed,,,,Unknown,,,DDC1-MDFE1-ERT1,,DDC1-MDFE1-ERT1 TWAN0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/28,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-ACCESSLAB-FW1,,DDC1-ACCESSLAB-FW1 Eth1/3,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/29,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-ACCESSLAB-FW1,,DDC1-ACCESSLAB-FW1 Eth1/4,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/30,connected,up,up,No,0,routed,,,,Unknown,,Internet,DDC1-MDFE1-ERT1,INTERNET,DDC1-MDFE1-ERT1 TWAN0 Internet,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/31,notconnec,up,down,Yes,1,40,access,1,,Unknown,,Internet,DDC1-MDFE1-FRT1,INTERNET,DDC1-MDFE1-FRT1 Internet GE1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW1,DDC1-ISP-ASW1,Eth121/1/32,notconnec,up,down,Yes,1,40,access,1,,Unknown,,Internet,DDC1-MDFE1-FRT2,INTERNET,DDC1-MDFE1-FRT2 Internet GE1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/25,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW2,ISP,DDC1-ISP-FW2 Eth1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/26,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW8,ISP,DDC1-ISP-FW8 Eth1/3,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/28,ChannelDown,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-PCIDMZ-DFW2,,DDC1-PCIDMZ-DFW2 Eth1/1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/29,notconnec,up,down,Yes,1,25,access,1,,Unknown,,,DDC1-MDFA1-ORT1,,DDC1-MDFA1-ORT1 GbE-int3 | MX IP 143.112.190.241/23 gw .254 DNS 8.8.8.8 9.9.9.9 | SP-ALARM,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/30,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW6,ISP,DDC1-ISP-FW6 Eth2/5,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/31,connected,up,up,No,0,13,access,1,,Unknown,,,DDC1-SCS-FW2,,DDC1-SCS-FW2 Eth1/5,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/32,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-B2B-FW6,B2B,DDC1-B2B-FW6 Eth1/1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/33,connected,up,up,No,0,routed,,,,Unknown,,,DDC1-USON-ME2,,DDC1-USON-ME2 Gig1/6,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/34,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-USOVPN-FW2,,DDC1-USOVPN-FW2 Gig0/1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
