Device,Management IP,Interface,Interface Status,Admin Status,Operational Status,Decom/Scream Test Candidate,Score Rate,VLAN,Mode,Native VLAN,Allowed VLANs,Circuit Vendor,Circuit IDs,Circuit Type,Circuit Directly Attached,Matched Keywords,Description,MAC Count,MAC Addresses,MAC Vendor,Device Type,Notes
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/35,notconnec,up,down,Yes,1,1,access,1,,Unknown,,,DDC1-SPN-XSW1,,DDC1-SPN-XSW1 Port10,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/36,sfpabsent,up,down,Yes,1,4,access,1,,Unknown,,,DDC1-SSLVPN-GW8,,DDC1-SSLVPN-GW8 Ext,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/37,connected,up,up,No,0,routed,,,,VERIZON,,Internet,DDC1-MDFE1-VRT1,"INTERNET,VERIZON",DDC1-MDFE1-VRT1 Verizon-Public-Internet GE2/1,0,,Unknown,Unknown,Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/38,connected,up,up,No,0,routed,,,,VERIZON,,Internet,BUMSH2,"INTERNET,VERIZON",BUMSH2 DDC1-USON-VRT1 Verizon-Public-Internet GE2/1,0,,Unknown,Unknown,Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/39,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-PCIDMZ-DFW2,,DDC1-PCIDMZ-DFW2 Eth1/5,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/40,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ITE-FW2,,DDC1-ITE-FW2 e1/5,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/41,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-USOVPN-FW4-E1/5,,DDC1-USOVPN-FW4-E1/5,3,,Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/42,connected,up,up,Yes,0,210,access,1,,Unknown,,,DDC1-USONME-FW4,,DDC1-USONME-FW4 E1/14,1,b40c.25e5.004d,Palo Alto Networks,Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/45,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,FEX122,,FEX122,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/46,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,FEX122,,FEX122,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/47,connected,up,up,No,0,routed,,,,Unknown,,,DDC1-ISP-GRT1,ISP,DDC1-ISP-GRT1 Ten0/0/1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth1/48,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-ASW1,ISP,DDC1-ISP-ASW1 Eth1/48,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/25,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW2,ISP,DDC1-ISP-FW2 Eth2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/26,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW8,ISP,DDC1-ISP-FW8 Eth1/4,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/27,notconnec,up,down,Yes,1,350,access,1,,Unknown,,Internet,DDC1-MDFA1-FRT4,INTERNET,DDC1-MDFA1-FRT4 Internet X5,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/28,ChannelDown,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-PCIDMZ-DFW2,,DDC1-PCIDMZ-DFW2 Eth1/2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/29,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/30,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-ISP-FW6,ISP,DDC1-ISP-FW6 Eth2/6,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/31,connected,up,up,No,0,5,access,1,,Unknown,,,DDC-ISP-FW6,"ISP,PRISMA",DDC-ISP-FW6 Eth1/9 - Prisma-access,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/32,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-B2B-FW6,B2B,DDC1-B2B-FW6 Eth1/2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/33,connected,up,up,Yes,0,13,access,1,,Unknown,,,DDC1-USON-ME2,,DDC1-USON-ME2 Gig1/3 mon,1,7069.5a79.e484,"Cisco Systems, Inc",Network Device,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/34,connected,up,up,No,0,1,access,1,,Unknown,,,DDC1-BMF-LSW2-port20-BigSwitch,,DDC1-BMF-LSW2-port20-BigSwitch,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/35,notconnec,up,down,Yes,1,1,access,1,,Unknown,,,DDC1-SPN-XSW1,,DDC1-SPN-XSW1 Port12,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/36,sfpabsent,up,down,Yes,1,20,access,1,,Unknown,,,DDC1-SSLVPN-GW8,,DDC1-SSLVPN-GW8 Int,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/37,connected,up,up,No,0,routed,,,,VERIZON,,Internet,DDC1-MDFE1-VRT2,"INTERNET,VERIZON",DDC1-MDFE1-VRT2 Verizon-Biz-Internet GE2/1,0,,Unknown,Unknown,Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/38,connected,up,up,No,0,routed,,,,VERIZON,,Internet,BUMSH2,"INTERNET,VERIZON",BUMSH2 DDC1-USON-VRT2 Verizon-Biz-Internet GE2/1,0,,Unknown,Unknown,Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/39,connected,up,up,No,0,routed,,,,Unknown,,,BUMSH2,,BUMSH2 DDC1-USON-ME2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/40,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,GDR,,GDR INTERFACE for FAILOVER DO NOT USE,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/41,connected,up,up,Yes,0,350,access,1,,Unknown,,,DDC1-MDFE1-VRT4,,DDC1-MDFE1-VRT4 10ge1/0,1,80b7.0933.2224,"Viptela, Inc",Unknown,Vendor Unknown; Circuit ID Missing
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/42,connected,up,up,No,0,6,access,1,,Unknown,,,To,PA,To PA DDC1-SMO-FW2 Untrust e1/5,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/43,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC-ISP-FW6,ISP,DDC-ISP-FW6 Eth1/7,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/44,connected,up,up,No,0,6,access,1,,Unknown,,,To,PA,To PA DDC1-SMO-FW2 Untrust e1/6,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/45,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,FEX122,,FEX122,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/46,connected,up,up,No,0,1,fex-fabric,1,,Unknown,,,FEX122,,FEX122,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/47,connected,up,up,No,0,routed,,,,Unknown,,,DDC1-ISP-GRT2,ISP,DDC1-ISP-GRT2 Ten0/0/1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth2/48,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-ISP-ASW1,ISP,DDC1-ISP-ASW1 Eth2/48,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/2,notconnec,up,down,Yes,1,132,access,1,,Unknown,,,DDC-B2B-FW2,B2B,DDC-B2B-FW2 Eth2 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/3,notconnec,up,down,Yes,1,4,access,1,,Unknown,,,ddc1-prxy-fw1_ISG2000_e1/1,,ddc1-prxy-fw1_ISG2000_e1/1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/4,notconnec,up,down,Yes,1,132,access,1,,Unknown,,,DDCVPNFW2,,DDCVPNFW2 Eth5 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/5,notconnec,up,down,Yes,1,4,access,1,,Unknown,,,DDC1-SSLVPN-GW1,,DDC1-SSLVPN-GW1 P3-Int mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/6,connected,up,up,No,0,4,access,1,,Unknown,,,DDC1-B2B-FW4,B2B,DDC1-B2B-FW4 ISG2000 Eth1/1 mon,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/7,notconnec,up,down,Yes,1,10,access,1,,Unknown,,,DDCVPNFW2,,DDCVPNFW2 Eth3 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/9,connected,up,up,No,0,133,access,1,,Unknown,,,DISAFW2,,DISAFW2 Outside mon,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/11,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-CB-INTFW2,,DDC1-CB-INTFW2 Gig1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/12,notconnec,up,down,Yes,1,20,access,1,,Unknown,,,DDC1-SSLVPN-GW1,,DDC1-SSLVPN-GW1 P0-Int mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/17,notconnec,up,down,Yes,1,4,access,1,,Unknown,,,DDC1-AZUREB2B-FW2,,DDC1-AZUREB2B-FW2 Eth0/9 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/19,notconnec,up,down,Yes,1,9,access,1,,Unknown,,,DDCMHSFW2,,DDCMHSFW2 Eth0/2 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/21,notconnec,up,down,Yes,1,10,access,1,,Unknown,,,DDCSSLVPN2,,DDCSSLVPN2 Eth1 mon,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/24,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-MHSD1-FW2,,DDC1-MHSD1-FW2 g1/4,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/25,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,DDC1-MHSD1-FW2,,DDC1-MHSD1-FW2 g1/5,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/26,notconnec,up,down,Yes,1,routed,,,,Unknown,,,DDC1-RTBH-GRT1,,DDC1-RTBH-GRT1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/27,connected,up,up,No,0,routed,,,,Unknown,,Internet,DDC1-MDFE1-VCRT1,INTERNET,DDC1-MDFE1-VCRT1 Internet GE2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/30,connected,up,up,No,0,routed,,,,Unknown,,Internet,DDC1-MDFE1-ERT2,INTERNET,DDC1-MDFE1-ERT2 TWAN0 Internet,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/31,notconnec,up,down,Yes,1,41,access,1,,Unknown,,Internet,DDC1-MDFE1-FRT1,INTERNET,DDC1-MDFE1-FRT1 Internet GE2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-ASW2,DDC1-ISP-ASW2,Eth122/1/32,notconnec,up,down,Yes,1,41,access,1,,Unknown,,Internet,DDC1-MDFE1-FRT2,INTERNET,DDC1-MDFE1-FRT2 Internet GE2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Te0/0/0,up,up,up,No,0,,,,,Unknown,,,DDC1-ISP-ASW1,ISP,DDC1-ISP-ASW1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Te0/0/1,up,up,up,No,0,,,,,Unknown,,,DDC1-ISP-ASW2,ISP,DDC1-ISP-ASW2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Gi0/0/0,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Gi0/0/1,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Gi0/0/2,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Gi0/0/3,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Gi0/0/4,up,up,up,No,0,,,,,VERIZON,,Internet,Verizon,"INTERNET,VERIZON",Verizon Internet U296336,0,,Unknown,Unknown,Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Gi0/0/5,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Te0/1/0,up,up,up,No,0,,,,,VERIZON,u334515,,WAN_ISP,VERIZON,WAN_ISP | Verizon | DIA | CID:u334515 | SID:E7003573 | Port Shelf 5 Ports 1-2 | BW:10G/10G,0,,Unknown,Unknown,No MAC Addresses Learned
DDC1-ISP-GRT2,DDC1-ISP-GRT2,Gi0,up,up,up,No,0,,,,,Unknown,,,DDC1-ISP-GRT2,ISP,DDC1-ISP-GRT2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Te0/0/0,up,up,up,No,0,,,,,Unknown,,,DDC1-IS-ASW1,,DDC1-IS-ASW1 E1/47,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Te0/0/1,up,up,up,No,0,,,,,Unknown,,,DDC1-ISP-ASW2,ISP,DDC1-ISP-ASW2 E1/47,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Gi0/0/0,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Gi0/0/1,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Gi0/0/2,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Gi0/0/3,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Gi0/0/4,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Gi0/0/5,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Te0/1/0,up,up,up,No,0,,,,,CENTURYLINK,ETH10GB-22719538,,WAN_ISP,,WAN_ISP | CenturyLINK | DIA |CID:ETH10GB-22719538 CFA - RR 020101.07 |PANEL PORTS 9&10,0,,Unknown,Unknown,No MAC Addresses Learned
DDC1-ISP-GRT1,DDC1-ISP-GRT1,Gi0,up,up,up,No,0,,,,,Unknown,,,DDC1-ISP-GRT1,ISP,DDC1-ISP-GRT1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi0/0/0,up,up,up,No,0,,,,,Unknown,,,DDC1-EXT-GRT2,,DDC1-EXT-GRT2 Gig 0/0/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi0/0/1,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi0/0/2,up,up,up,No,0,,,,,ATT,BKEC,,WAN_EXT,,"WAN_EXT | ATT | MPLS | CID:BKEC.517291 TY-2, PNL 2A | LID:N/A | BW:VARIABLE | DDC1-MAN-ASW3 | Te1/13",0,,Unknown,Unknown,No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi0/0/3,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi2/0/0,down,admin down,down,Yes,1,,,,,Unknown,,,DDC1-EXT-DSW1,,DDC1-EXT-DSW1 Gig 1/1/3,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi2/0/1,down,admin down,down,Yes,1,,,,,Unknown,,,DDC1-EXT-DSW2,,DDC1-EXT-DSW2 Gig 1/1/3,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi2/0/2,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi2/0/3,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi2/0/4,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi2/0/5,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Gi0,up,up,up,No,0,,,,,Unknown,,,DDC1-EXT-GRT1,,DDC1-EXT-GRT1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Tu0,down,up,down,Yes,1,,,,,Unknown,,,SUN2-MDFA1-ART1,,SUN2-MDFA1-ART1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Tu1,down,up,down,Yes,1,,,,,Unknown,,,RiteAid,,RiteAid Tunnel to RTA1-MDFA1-ART1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Tu4,down,up,down,Yes,1,,,,,Unknown,,,CGZ1-MDFA1-ART1,,CGZ1-MDFA1-ART1 - Cognizant,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Tu5,down,up,down,Yes,1,,,,,Unknown,,,SCL1-MDFA1-ART1,,SCL1-MDFA1-ART1 - FIVE9,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Tu6,down,up,down,Yes,1,,,,,Unknown,,,Tunnel,,Tunnel to SCD1-EXT-ART1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT1,DDC1-EXT-GRT1,Tu7,down,up,down,Yes,1,,,,,Unknown,,,Tunnel,,Tunnel to HPA-EXT-ART1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi0/0/0,up,up,up,No,0,,,,,Unknown,,,DDC1-EXT-GRT1,,DDC1-EXT-GRT1 Gig 0/0/0,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi0/0/1,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi0/0/2,up,up,up,No,0,,,,,CENTURYLINK,ETH1000-16007518,,CenturyLink,,CenturyLink METRO-E | DDC1-MAN-ASW2_G1/0/27 | VLAN 43 | Circuit ETH1000-16007518,0,,Unknown,Unknown,No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi0/0/3,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi2/0/0,down,admin down,down,Yes,1,,,,,Unknown,,,DDC1-EXT-DSW1,,DDC1-EXT-DSW1 Gig 1/1/4,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi2/0/1,down,admin down,down,Yes,1,,,,,Unknown,,,DDC1-EXT-DSW2,,DDC1-EXT-DSW2 Gig 1/1/4,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi2/0/2,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
